Students	100
1	17 16 20 1
2	17 11 5 7
3	8 2 19 6
4	11 13 20 19
5	11 18 4 14
6	9 10 17 20
7	7 14 4 1
8	13 5 6 9
9	9 16 12 3
10	8 20 2 3
11	15 10 19 11
12	9 8 18 7
13	19 3 13 16
14	3 5 18 13
15	1 17 7 15
16	14 19 4 3
17	2 6 3 19
18	15 13 20 9
19	8 16 13 3
20	20 10 5 15
21	15 7 16 3
22	13 18 9 7
23	15 1 10 12
24	9 20 11 5
25	15 7 14 4
26	5 20 16 12
27	20 10 1 9
28	2 7 17 4
29	12 8 17 9
30	2 11 15 6
31	4 6 17 5
32	2 11 5 15
33	17 16 7 15
34	2 18 17 16
35	14 8 20 13
36	7 17 14 15
37	6 17 8 12
38	17 20 16 11
39	18 11 10 17
40	13 5 4 10
41	7 13 12 20
42	19 12 5 9
43	16 12 9 19
44	16 4 14 18
45	9 8 16 12
46	9 10 11 16
47	4 15 2 1
48	18 19 5 17
49	6 15 2 13
50	6 15 4 11
51	16 14 15 6
52	15 17 14 1
53	10 6 7 11
54	14 13 7 3
55	16 12 19 8
56	11 1 19 9
57	18 1 16 4
58	18 19 13 7
59	2 15 10 5
60	7 13 6 11
61	13 5 11 12
62	1 17 5 4
63	17 13 4 19
64	6 11 13 2
65	4 5 8 16
66	1 6 15 2
67	5 4 20 17
68	15 13 18 17
69	19 8 16 6
70	8 13 20 12
71	11 8 19 4
72	17 1 9 4
73	15 11 1 18
74	19 20 16 14
75	3 10 12 14
76	2 20 18 8
77	11 5 1 6
78	18 1 17 2
79	19 18 8 9
80	4 18 1 12
81	16 8 13 7
82	9 16 11 3
83	4 19 7 3
84	20 3 9 7
85	17 3 6 7
86	16 13 18 8
87	2 1 6 12
88	12 13 1 18
89	18 14 15 6
90	20 9 11 16
91	17 12 15 19
92	16 17 19 6
93	10 16 19 2
94	1 6 10 14
95	4 20 8 16
96	20 13 3 19
97	19 4 3 20
98	2 7 14 3
99	15 13 11 18
100	7 5 6 11
