Students	1000
1	12 20 6 3
2	11 16 6 19
3	1 7 11 4
4	4 9 14 19
5	9 7 16 2
6	5 12 1 10
7	11 13 14 7
8	18 20 8 19
9	10 14 16 7
10	15 12 19 18
11	10 3 20 19
12	8 16 19 10
13	2 6 11 10
14	1 3 4 7
15	15 6 20 5
16	9 3 17 2
17	17 18 4 3
18	14 12 17 8
19	2 14 3 7
20	7 5 16 2
21	15 11 17 4
22	10 12 5 3
23	11 12 3 14
24	16 6 13 20
25	19 1 11 8
26	10 3 15 6
27	18 16 10 12
28	2 4 12 16
29	20 8 2 9
30	15 12 11 18
31	4 15 16 9
32	4 3 13 19
33	14 19 18 6
34	7 5 17 15
35	19 2 1 20
36	20 3 17 14
37	8 5 7 15
38	15 8 14 16
39	4 7 15 18
40	6 1 18 10
41	11 14 17 13
42	11 9 10 1
43	4 3 17 1
44	6 14 19 13
45	17 16 18 15
46	6 11 9 1
47	7 20 4 2
48	11 16 8 6
49	19 8 5 10
50	16 7 2 5
51	12 4 3 13
52	13 10 18 6
53	4 17 14 3
54	10 6 8 17
55	16 18 2 6
56	10 19 2 9
57	11 3 12 16
58	5 4 13 2
59	8 4 9 20
60	14 12 11 5
61	20 7 12 4
62	17 20 18 19
63	6 9 4 18
64	3 18 9 14
65	6 20 19 17
66	10 11 8 17
67	6 16 7 11
68	15 5 14 11
69	8 15 11 2
70	6 1 13 5
71	16 6 3 15
72	8 15 18 6
73	14 18 7 16
74	17 6 18 1
75	10 19 1 7
76	6 19 4 1
77	9 14 11 15
78	16 9 2 8
79	16 3 11 13
80	17 20 12 5
81	5 3 9 20
82	8 20 14 12
83	3 11 4 19
84	8 11 2 16
85	5 16 2 18
86	4 6 10 11
87	12 16 18 19
88	18 2 19 4
89	13 16 15 14
90	3 13 10 18
91	14 17 20 15
92	4 9 17 14
93	15 13 2 16
94	14 1 20 19
95	7 18 16 3
96	13 8 14 11
97	16 14 10 1
98	20 12 3 17
99	1 12 17 4
100	9 3 11 20
101	9 2 10 12
102	14 15 19 10
103	5 12 11 16
104	3 7 16 8
105	6 2 14 1
106	17 16 10 14
107	20 5 10 2
108	11 13 12 10
109	6 10 20 19
110	1 9 6 2
111	3 9 11 12
112	3 11 17 15
113	5 14 20 16
114	5 3 17 4
115	16 6 13 2
116	17 9 10 6
117	12 2 17 19
118	3 5 13 16
119	8 20 16 3
120	15 8 4 5
121	5 19 1 13
122	16 11 5 9
123	13 2 10 19
124	8 3 2 20
125	18 11 1 12
126	1 13 2 15
127	14 12 4 6
128	20 14 7 13
129	14 1 17 6
130	17 9 14 2
131	14 6 12 5
132	3 5 6 16
133	20 4 12 7
134	13 6 8 12
135	6 11 18 15
136	10 17 12 7
137	2 20 8 3
138	18 17 4 14
139	18 15 5 20
140	4 3 16 5
141	4 14 2 18
142	1 9 3 11
143	4 10 5 18
144	3 14 8 16
145	8 19 4 5
146	10 16 17 5
147	7 4 9 8
148	12 4 5 7
149	14 1 12 17
150	14 5 20 17
151	9 19 16 11
152	17 3 18 16
153	11 10 1 2
154	9 15 17 1
155	16 14 3 12
156	8 5 7 16
157	19 7 18 1
158	16 9 1 19
159	9 2 20 15
160	13 9 14 17
161	15 1 3 17
162	4 14 9 17
163	2 9 6 14
164	5 7 11 13
165	15 20 10 9
166	11 9 6 10
167	2 18 8 3
168	17 18 3 14
169	17 2 11 6
170	14 9 8 7
171	16 20 8 14
172	5 11 8 18
173	12 16 10 15
174	13 4 12 8
175	15 20 9 7
176	6 9 7 8
177	9 15 18 1
178	17 9 16 13
179	3 1 17 8
180	14 18 17 7
181	18 8 12 1
182	5 4 7 15
183	1 14 8 6
184	14 15 16 8
185	3 8 20 15
186	19 10 3 11
187	14 8 17 7
188	16 18 1 8
189	19 11 10 13
190	13 20 10 5
191	2 11 19 4
192	18 7 4 17
193	17 6 13 8
194	7 3 12 5
195	16 7 14 3
196	17 3 19 5
197	6 11 12 5
198	1 9 6 18
199	15 17 4 8
200	10 19 17 11
201	11 17 5 4
202	7 20 2 9
203	6 5 15 11
204	20 13 18 19
205	17 20 11 10
206	11 19 17 7
207	8 18 16 9
208	8 17 2 7
209	17 8 12 14
210	13 15 11 2
211	13 15 2 17
212	4 20 12 9
213	16 13 6 1
214	1 16 7 12
215	20 15 17 14
216	13 9 3 6
217	19 9 14 20
218	13 19 12 17
219	18 8 11 12
220	15 13 7 14
221	16 14 13 10
222	17 18 13 16
223	13 10 15 8
224	13 16 15 7
225	5 13 18 14
226	14 10 19 4
227	11 20 8 5
228	20 10 19 17
229	6 9 11 13
230	11 7 19 18
231	20 5 8 1
232	8 14 16 17
233	17 7 1 2
234	11 7 4 17
235	13 10 14 5
236	12 15 11 5
237	15 1 20 7
238	17 8 6 1
239	3 9 8 12
240	10 14 20 7
241	5 10 2 1
242	18 11 5 14
243	19 5 8 7
244	19 11 7 1
245	10 7 15 6
246	5 4 15 3
247	6 1 2 10
248	15 2 14 12
249	3 12 7 20
250	15 6 8 16
251	15 20 14 3
252	14 10 11 3
253	9 8 7 6
254	13 15 8 17
255	18 5 14 12
256	14 5 18 3
257	17 6 4 20
258	10 16 20 11
